age,city_tier,device,membership,cuisine,weather,day_of_week,hour,is_weekend,distance_km,prior_orders_90d,avg_basket_90d,rating_avg,support_tickets_30d,promo_type,delivery_fee,eta_minutes,basket_value,discount_amount,order_total,net_margin_usd,complaint_within_48h,discount%,amount_prior_discount,delivery_fee%,avg_order_total_90d
50,T2,web,none,thai,hot,0,6,0,0.92,7,27.13,3.87,0,none,2.61,22.5,26.37,0.0,28.98,12.09,0,0.0,28.98,9.006211180124222,29.5733850931677
30,T1,android,none,thai,rain,1,2,0,4.97,11,14.59,4.49,0,percent10,5.22,39.6,16.65,1.66,20.21,6.49,0,8.213755566551212,21.87,25.828797624938147,17.160034636318656
28,T1,android,plus,thai,clear,0,23,0,1.2,12,30.44,4.05,0,percent20,3.2,22.9,38.98,7.8,34.38,8.63,0,22.68760907504363,42.18,9.307737056428156,26.367166957533453
50,T1,web,none,thai,rain,0,12,0,7.64,11,20.41,4.74,0,percent20,5.9,51.4,29.72,5.94,29.68,5.69,0,20.01347708894879,35.62,19.878706199460918,20.382493261455526
26,T1,android,none,american,clear,2,6,0,4.47,4,25.01,4.4,0,none,3.97,37.1,31.28,0.0,35.25,13.36,0,0.0,35.25,11.26241134751773,27.826729078014186
32,T3,web,none,thai,hot,4,21,0,3.38,6,23.52,3.95,0,percent10,3.9,34.7,21.62,2.16,23.36,8.09,0,9.246575342465754,25.52,16.695205479452056,25.27191780821918
27,T2,ios,plus,indian,clear,5,0,1,1.64,6,16.16,4.29,0,none,2.79,25.3,20.45,0.0,23.24,9.69,0,0.0,23.24,12.005163511187607,18.100034423407916
43,T1,android,none,mexican,rain,2,20,0,5.06,4,27.38,3.76,0,percent10,5.55,47.1,29.91,2.99,32.47,8.13,0,9.208500153988298,35.46,17.09270095472744,29.538694179242377
30,T2,android,none,thai,clear,2,0,0,4.01,8,15.4,4.31,1,flat3,3.66,37.8,15.2,3.0,15.86,2.69,0,18.915510718789406,18.86,23.076923076923077,16.040857503152587
45,T1,android,pro,chinese,clear,4,15,0,4.19,6,23.07,4.16,0,none,4.19,28.5,23.18,0.0,27.37,11.29,0,0.0,27.37,15.308732188527586,26.601724515893313
57,T3,android,none,middle_eastern,clear,4,0,0,4.56,8,23.0,4.99,0,none,3.02,36.8,30.77,0.0,33.79,13.47,0,0.0,33.79,8.93755548978988,25.05563776265167
52,T2,android,none,mexican,clear,4,3,0,6.02,7,21.44,4.32,1,none,4.42,45.0,25.69,0.0,30.11,10.57,0,0.0,30.11,14.679508468947194,24.58728661574228
57,T2,web,pro,italian,rain,1,7,0,4.96,3,16.8,4.27,1,none,4.63,47.6,22.79,0.0,27.42,9.85,1,0.0,27.42,16.885485047410647,19.63676148796499
19,T3,ios,none,italian,rain,0,4,0,9.92,7,10.31,3.41,0,flat3,5.6,63.0,17.92,3.0,20.52,2.91,1,14.619883040935672,23.52,27.29044834307992,11.616335282651072
37,T3,android,none,thai,clear,3,1,0,6.01,8,13.05,4.47,0,none,3.84,43.3,16.19,0.0,20.03,5.87,0,0.0,20.03,19.171243135297054,15.551847229156266
27,T3,android,none,thai,cold,2,16,0,4.88,3,22.34,4.66,2,percent10,3.47,42.4,29.41,2.94,29.94,9.94,0,9.819639278557112,32.88,11.589846359385438,22.735464261857047
56,T1,android,plus,chinese,clear,1,18,0,4.3,4,24.62,4.66,0,none,3.81,33.1,28.34,0.0,32.15,13.26,0,0.0,32.15,11.850699844479005,27.537642301710733
47,T1,android,none,chinese,hot,6,7,1,2.26,10,18.02,4.21,0,none,3.03,32.8,24.18,0.0,27.21,11.13,1,0.0,27.21,11.135611907386988,20.026637265711134
31,T2,ios,none,indian,clear,1,16,0,1.5,8,16.61,4.03,0,flat3,2.73,25.8,20.59,3.0,20.32,7.62,0,14.763779527559054,23.32,13.435039370078739,16.389296259842517
41,T2,ios,none,mexican,clear,1,7,0,0.85,6,16.14,4.68,0,none,2.62,23.6,18.89,0.0,21.51,10.13,0,0.0,21.51,12.180381218038121,18.105913528591355
43,T2,web,none,middle_eastern,clear,5,5,1,5.8,5,11.46,4.22,1,none,4.27,43.5,15.22,0.0,19.49,5.33,0,0.0,19.49,21.90867111339148,13.970733709594665
38,T2,android,none,middle_eastern,rain,3,20,0,4.05,3,23.5,4.24,0,none,4.71,41.4,20.9,0.0,25.61,9.22,0,0.0,25.61,18.391253416634125,27.82194455290902
37,T1,android,none,mexican,hot,1,12,0,6.11,8,12.56,4.13,0,none,4.59,38.3,19.71,0.0,24.3,9.38,0,0.0,24.3,18.88888888888889,14.932444444444446
20,T1,web,pro,mexican,rain,3,0,0,9.51,9,22.14,3.46,2,percent20,6.77,59.0,25.36,5.07,27.06,4.98,0,18.736141906873616,32.129999999999995,25.01847745750185,23.53090909090909
37,T2,ios,plus,mexican,clear,2,16,0,3.81,9,27.84,3.96,0,none,3.78,32.1,31.92,0.0,35.7,14.97,0,0.0,35.7,10.588235294117645,30.787764705882353
32,T1,ios,plus,chinese,clear,1,9,0,1.7,2,21.18,4.28,1,none,2.85,24.5,25.9,0.0,28.75,10.04,0,0.0,28.75,9.913043478260871,23.27958260869565
52,T2,android,pro,italian,hot,4,1,0,7.23,13,29.7,4.46,0,none,5.22,46.7,43.24,0.0,48.46,20.91,0,0.0,48.46,10.771770532397854,32.89921584812216
54,T2,web,pro,middle_eastern,hot,5,5,1,3.6,5,13.79,4.24,0,none,3.5,34.8,18.85,0.0,22.35,9.18,0,0.0,22.35,15.659955257270692,15.949507829977627
49,T2,android,plus,thai,clear,0,7,0,2.78,6,12.23,4.44,0,none,3.2,25.3,13.63,0.0,16.83,6.1,0,0.0,16.83,19.013666072489606,14.555371360665479
19,T2,android,none,chinese,hot,0,0,0,2.64,7,6.0,3.65,0,none,2.99,25.0,5.95,0.0,8.94,3.43,0,0.0,8.94,33.44519015659956,8.006711409395972
53,T2,ios,plus,indian,rain,6,17,1,5.77,14,24.73,3.92,1,none,4.62,53.1,33.7,0.0,38.32,14.73,0,0.0,38.32,12.056367432150314,27.711539665970772
34,T2,android,none,american,clear,1,5,0,5.71,4,6.17,5.0,1,none,3.84,44.0,9.02,0.0,12.86,2.3,0,0.0,12.86,29.86003110419907,8.012363919129083
35,T1,web,none,middle_eastern,rain,0,3,0,8.31,8,28.74,4.5,0,none,6.76,62.6,30.01,0.0,36.77,12.46,0,0.0,36.77,18.38455262442208,34.023720424258904
57,T2,android,none,indian,clear,4,4,0,2.01,7,28.4,4.72,0,none,3.15,23.6,34.19,0.0,37.34,15.53,0,0.0,37.34,8.435993572576326,30.795822174611676
54,T2,android,none,italian,clear,2,17,0,1.99,3,19.6,4.15,0,flat3,3.01,25.1,24.48,3.0,24.49,9.34,0,12.249897917517355,27.49,12.290730910575745,19.608003266639447
20,T1,android,none,american,rain,6,12,1,4.61,8,14.35,4.61,0,none,4.49,43.3,23.23,0.0,27.72,9.92,0,0.0,27.72,16.1976911976912,16.674368686868686
33,T2,web,plus,chinese,cold,6,19,1,4.94,10,9.06,4.6,0,none,3.9,38.2,13.05,0.0,16.95,6.31,0,0.0,16.95,23.008849557522122,11.144601769911505
49,T3,ios,none,chinese,clear,0,10,0,7.63,8,20.39,5.0,0,flat3,4.26,52.3,26.76,3.0,28.02,9.65,0,10.706638115631693,31.02,15.203426124197,21.306895074946468
40,T1,android,none,italian,clear,1,16,0,7.97,10,19.1,4.41,0,none,5.0,54.7,25.01,0.0,30.01,11.41,1,0.0,30.01,16.661112962345882,22.282272575808065
28,T2,android,none,italian,clear,4,11,0,4.5,5,19.4,3.88,0,none,3.42,38.5,19.76,0.0,23.18,9.82,1,0.0,23.18,14.754098360655737,22.26229508196721
40,T3,android,plus,mexican,clear,2,14,0,8.29,11,23.41,3.98,0,none,4.78,48.0,24.57,0.0,29.35,9.31,0,0.0,29.35,16.286201022146507,27.222599659284498
54,T3,android,none,middle_eastern,rain,0,21,0,3.95,6,11.43,4.36,0,none,4.58,42.4,14.4,0.0,18.98,6.47,0,0.0,18.98,24.130663856691253,14.18813487881981
27,T1,ios,none,middle_eastern,clear,3,14,0,3.99,11,17.89,3.34,1,none,3.65,35.8,25.5,0.0,29.15,9.34,0,0.0,29.15,12.521440823327614,20.130085763293312
49,T2,android,plus,thai,clear,4,11,0,3.53,12,21.11,4.39,0,percent10,3.24,27.6,26.21,2.62,26.83,8.46,0,9.765188222139397,29.45,12.076034289973911,21.597819604919867
48,T3,android,plus,indian,rain,6,20,1,1.93,14,33.88,4.45,0,percent20,3.94,33.6,39.07,7.81,35.2,8.85,0,22.187499999999996,43.010000000000005,11.193181818181817,30.155125000000005
55,T2,android,none,chinese,clear,2,15,0,1.45,8,22.71,4.77,1,percent10,2.79,23.9,24.8,2.48,25.11,7.2,0,9.876543209876544,27.59,11.111111111111112,22.99037037037037
30,T1,ios,plus,chinese,clear,5,22,1,4.56,5,22.3,3.61,1,none,4.84,40.4,23.57,0.0,28.41,11.22,0,0.0,28.41,17.036254839845125,26.099084829285463
27,T1,ios,none,indian,hot,3,15,0,7.32,6,13.12,3.86,0,none,4.75,50.1,13.04,0.0,17.79,3.8,0,0.0,17.79,26.70039347948286,16.62309162450815
41,T2,ios,pro,italian,clear,4,16,0,2.71,4,27.88,4.29,0,none,3.26,23.8,25.93,0.0,29.19,13.6,0,0.0,29.19,11.168208290510448,30.993696471394312
40,T1,ios,none,indian,clear,6,12,1,7.88,8,29.35,4.23,1,none,5.34,49.2,28.65,0.0,33.99,9.72,1,0.0,33.99,15.710503089143865,33.961032656663726
35,T1,web,plus,thai,clear,5,20,1,9.27,4,12.36,4.26,0,percent20,6.27,54.3,21.4,4.28,23.39,5.31,0,18.298418127404876,27.67,26.8063274903805,13.411577597263786
50,T1,android,none,chinese,clear,4,7,0,3.29,7,8.12,4.59,0,flat3,3.74,33.4,12.94,3.0,13.68,3.43,0,21.92982456140351,16.68,27.339181286549707,8.55923976608187
51,T2,web,plus,american,cold,5,13,1,1.26,7,20.57,4.37,0,none,2.66,22.2,27.43,0.0,30.09,11.71,1,0.0,30.09,8.84014622798272,22.388418079096045
28,T2,ios,none,mexican,rain,1,21,0,3.51,7,16.85,4.79,1,flat3,4.72,38.9,21.28,3.0,23.0,5.09,0,13.043478260869565,26.0,20.52173913043478,18.11008695652174
51,T3,android,none,middle_eastern,clear,5,5,1,2.1,2,26.51,4.67,0,none,2.83,26.2,26.79,0.0,29.62,12.23,0,0.0,29.62,9.554355165428765,29.042859554355168
27,T2,web,plus,mexican,clear,6,10,1,7.35,4,13.42,4.01,1,flat3,5.31,51.8,15.32,3.0,17.63,1.39,0,17.016449234259788,20.63,30.119115144639817,15.178377765173
35,T3,ios,plus,chinese,clear,6,0,1,4.69,9,14.53,4.36,0,percent10,3.31,38.0,13.68,1.37,15.62,5.05,0,8.770806658130603,16.99,21.190781049935982,16.33462227912932
19,T3,ios,none,middle_eastern,hot,1,13,0,1.25,9,8.83,4.45,0,percent20,2.46,26.3,10.54,2.11,10.89,3.52,0,19.37557392102846,13.0,22.589531680440768,9.113792470156108
32,T1,android,plus,italian,hot,2,8,0,5.47,7,15.39,4.92,1,none,4.2,30.7,19.14,0.0,23.34,8.56,0,0.0,23.34,17.994858611825194,18.159408740359897
58,T2,android,none,american,rain,4,13,0,7.65,1,18.98,4.18,0,none,5.31,50.8,13.97,0.0,19.28,5.09,0,0.0,19.28,27.541493775933606,24.2073755186722
36,T1,web,none,american,clear,0,5,0,4.34,2,10.07,4.46,0,flat3,4.04,37.2,14.19,3.0,15.23,4.27,0,19.697964543663822,18.23,26.526592252133945,10.757642810242942
47,T3,android,none,middle_eastern,cold,4,19,0,3.08,13,37.42,4.09,0,percent10,3.02,34.8,41.71,4.17,40.56,14.19,0,10.281065088757396,44.730000000000004,7.445759368836291,36.35902859960552
22,T1,android,none,thai,hot,1,23,0,5.23,4,6.0,4.44,0,none,4.59,38.2,11.38,0.0,15.97,5.32,1,0.0,15.97,28.741390106449593,7.724483406386976
44,T2,android,plus,mexican,clear,5,12,1,10.54,4,16.92,3.88,0,percent10,6.0,53.8,23.24,2.32,26.92,7.05,0,8.618127786032687,29.240000000000002,22.288261515601782,19.232986627043093
33,T3,android,none,italian,clear,4,14,0,8.42,13,19.38,4.02,1,none,5.18,53.0,31.47,0.0,36.65,12.22,0,0.0,36.65,14.133697135061391,22.119110504774895
49,T1,web,pro,mexican,clear,2,10,0,1.78,8,29.09,4.7,0,none,2.82,21.8,40.59,0.0,43.41,18.48,0,0.0,43.41,6.4961990324809955,30.97974429854872
56,T3,ios,none,american,rain,0,7,0,4.66,7,11.9,4.55,0,none,4.49,44.3,14.93,0.0,19.42,6.73,0,0.0,19.42,23.120494335736353,14.651338825952626
40,T1,web,plus,mexican,clear,4,11,0,2.15,6,10.32,4.73,2,none,3.42,27.5,14.15,0.0,17.57,6.29,0,0.0,17.57,19.464997154240184,12.328787706317588
22,T1,android,none,indian,clear,3,11,0,3.04,4,13.03,5.0,0,none,3.5,29.6,15.44,0.0,18.94,7.94,0,0.0,18.94,18.479408658922914,15.437866948257655
37,T2,android,plus,italian,rain,4,18,0,8.81,9,31.2,4.58,0,percent10,6.04,57.4,44.01,4.4,45.65,13.55,0,9.63855421686747,50.05,13.231106243154436,32.320876232201535
23,T1,android,pro,middle_eastern,rain,0,16,0,4.65,6,9.14,4.34,1,percent10,4.77,40.1,11.49,1.15,15.11,5.52,0,7.610853739245532,16.259999999999998,31.568497683653206,11.329728656518862
36,T2,android,none,chinese,clear,3,7,0,2.27,6,24.26,4.06,0,none,2.63,28.6,26.85,0.0,29.48,12.57,0,0.0,29.48,8.921302578018995,26.42430800542741
20,T3,ios,none,mexican,clear,5,14,1,3.47,10,19.71,4.06,2,flat3,2.86,35.3,24.54,3.0,24.4,5.8,0,12.295081967213116,27.4,11.721311475409836,19.596909836065574
44,T1,android,plus,american,clear,6,22,1,6.45,2,23.8,4.26,0,none,5.45,44.4,29.41,0.0,34.86,14.27,0,0.0,34.86,15.633964429145152,27.520883534136548
31,T2,android,plus,italian,clear,2,10,0,2.92,8,27.4,4.23,0,none,3.61,29.8,23.88,0.0,27.49,11.03,0,0.0,27.49,13.132048017460896,30.998181156784284
26,T3,web,none,thai,hot,1,20,0,4.8,6,13.52,4.56,0,percent10,4.58,36.3,16.43,1.64,19.37,4.62,0,8.466701084150747,21.01,23.64481156427465,15.57208053691275
18,T2,ios,plus,american,rain,4,11,0,3.07,7,26.07,3.94,0,percent10,4.54,33.2,28.0,2.8,29.74,9.87,0,9.41492938802959,32.54,15.265635507733693,27.595279085406858
55,T1,android,plus,italian,cold,1,3,0,3.27,8,22.35,4.06,0,none,3.48,28.7,33.4,0.0,36.88,15.1,0,0.0,36.88,9.436008676789587,24.458947939262472
53,T3,ios,plus,middle_eastern,rain,6,4,1,9.35,5,12.31,4.38,1,flat3,6.02,57.5,17.64,3.0,20.66,1.5,1,14.52081316553727,23.66,29.138431752178118,14.109428848015488
52,T1,android,none,mexican,hot,4,7,0,4.55,7,18.64,3.74,0,flat3,3.71,39.9,20.54,3.0,21.25,5.9,0,14.117647058823529,24.25,17.458823529411767,19.262795294117648
20,T2,web,none,italian,clear,6,13,1,5.8,11,17.74,4.77,1,none,3.96,43.2,27.08,0.0,31.04,9.36,0,0.0,31.04,12.757731958762886,20.003221649484534
32,T2,ios,pro,chinese,clear,1,21,0,4.5,4,6.0,4.55,0,none,4.47,33.8,7.34,0.0,11.81,4.58,0,0.0,11.81,37.84928027095681,8.270956816257408
58,T2,android,none,chinese,cold,0,9,0,1.59,11,12.11,4.32,0,none,2.64,27.3,14.37,0.0,17.01,6.43,0,0.0,17.01,15.520282186948853,13.989506172839505
42,T1,android,none,mexican,rain,5,6,1,2.02,9,22.12,3.89,0,none,3.78,36.0,28.78,0.0,32.56,13.16,1,0.0,32.56,11.609336609336609,24.687985257985257
23,T1,android,pro,chinese,cold,2,15,0,9.32,8,22.28,4.2,1,flat3,5.56,51.9,29.78,3.0,32.34,8.09,0,9.276437847866418,35.34,17.192331478045762,24.04366110080396
23,T2,ios,none,italian,rain,2,7,0,8.72,5,24.31,4.5,1,percent10,6.38,60.0,23.02,2.3,27.1,5.89,1,8.487084870848708,29.400000000000002,23.54243542435424,27.969955719557195
29,T1,android,none,thai,clear,1,10,0,4.4,5,26.92,4.03,0,none,3.94,36.8,34.01,0.0,37.95,13.66,0,0.0,37.95,10.382081686429512,29.714856389986828
58,T2,ios,plus,middle_eastern,clear,2,5,0,2.49,5,14.84,3.68,1,none,2.96,26.1,16.11,0.0,19.07,5.94,0,0.0,19.07,15.521761929732564,17.14342947037231
25,T2,android,plus,thai,clear,6,7,1,1.4,4,15.77,4.41,0,none,2.69,25.0,16.82,0.0,19.51,8.53,0,0.0,19.51,13.787801127626857,17.944336237826754
55,T2,android,pro,mexican,rain,4,1,0,13.76,6,10.75,4.36,0,none,8.24,79.8,10.64,0.0,18.88,4.07,0,0.0,18.88,43.64406779661017,15.441737288135593
46,T1,android,plus,thai,cold,0,13,0,1.95,6,24.46,4.08,1,percent20,2.97,26.5,30.72,6.14,27.55,9.23,0,22.28675136116152,33.69,10.780399274047188,21.645546279491835
56,T1,android,none,italian,hot,6,11,1,2.62,5,15.92,5.0,0,flat3,3.12,32.9,24.73,3.0,24.85,8.33,0,12.072434607645874,27.85,12.555331991951709,15.996877263581489
52,T3,android,none,chinese,clear,3,4,0,2.9,8,25.0,3.96,0,percent20,2.85,31.0,21.7,4.34,20.21,5.38,0,21.4745175655616,24.55,14.101929737753588,23.156853043048
31,T1,ios,none,american,clear,4,18,0,2.46,5,25.42,4.74,0,percent20,3.65,26.1,25.68,5.14,24.19,5.89,0,21.248449772633318,29.330000000000002,15.088879702356344,23.854237288135593
52,T1,web,pro,indian,clear,2,4,0,4.17,6,24.35,4.49,0,percent10,3.69,33.0,24.85,2.49,26.05,9.07,1,9.558541266794625,28.54,14.16506717850288,25.47168905950096
25,T1,android,none,middle_eastern,clear,0,15,0,12.78,6,16.56,4.38,0,percent10,6.88,64.3,22.19,2.22,26.85,7.53,0,8.268156424581004,29.07,25.623836126629424,19.434100558659217
30,T1,ios,none,mexican,cold,2,2,0,3.79,9,25.75,5.0,0,none,3.3,35.6,33.51,0.0,36.81,15.17,0,0.0,36.81,8.964955175224123,28.05847595762021
26,T3,android,none,american,hot,2,0,0,5.03,7,17.99,4.66,0,flat3,4.28,39.7,21.1,3.0,22.38,6.7,0,13.404825737265416,25.38,19.124218051831996,19.018918677390523
23,T1,ios,none,indian,clear,0,2,0,6.05,10,20.64,4.02,0,none,4.36,43.9,20.75,0.0,25.11,8.84,0,0.0,25.11,17.363600159299086,24.22384707287933
21,T1,android,none,mexican,hot,5,12,1,6.97,10,7.59,4.05,0,percent10,4.98,53.5,13.31,1.33,16.96,3.95,0,7.841981132075472,18.29,29.36320754716981,9.223461084905662
25,T2,ios,plus,italian,clear,6,4,1,4.41,5,22.47,3.99,0,none,3.72,40.2,19.98,0.0,23.7,9.25,0,0.0,23.7,15.69620253164557,25.99693670886076
23,T1,android,none,italian,cold,6,7,1,2.33,6,19.46,4.36,1,percent10,3.07,27.2,26.96,2.7,27.33,8.27,0,9.879253567508234,30.029999999999998,11.233077204537139,19.723454079765826
33,T1,android,pro,mexican,rain,1,12,0,6.1,6,20.71,4.01,0,none,5.55,45.5,28.25,0.0,33.8,11.43,0,0.0,33.8,16.420118343195266,24.11060650887574
20,T3,ios,pro,thai,clear,4,15,0,10.52,4,16.68,3.52,1,none,5.48,60.1,11.91,0.0,17.39,4.3,1,0.0,17.39,31.512363427257046,21.936262219666474
20,T2,android,none,middle_eastern,rain,3,18,0,2.81,9,8.73,4.09,0,flat3,4.21,33.0,9.65,3.0,10.86,0.88,1,27.624309392265197,13.86,38.76611418047882,9.70267955801105
59,T1,android,plus,american,clear,4,9,0,5.2,5,21.04,4.58,1,none,4.88,38.6,22.46,0.0,27.34,8.97,0,0.0,27.34,17.849305047549375,24.79549378200439
21,T1,android,none,chinese,rain,5,2,1,6.24,6,6.19,4.73,0,none,5.67,55.5,10.29,0.0,15.96,4.75,0,0.0,15.96,35.526315789473685,8.389078947368422
21,T1,web,none,middle_eastern,clear,2,23,0,3.21,2,17.8,4.55,0,none,3.82,32.6,21.94,0.0,25.76,10.42,0,0.0,25.76,14.82919254658385,20.439596273291926
19,T1,android,none,mexican,clear,1,18,0,6.93,3,15.79,4.21,0,none,4.76,49.3,24.66,0.0,29.42,9.44,0,0.0,29.42,16.179469748470428,18.34473827328348
23,T2,android,plus,mexican,rain,3,19,0,8.28,5,28.06,4.63,0,none,5.3,56.2,31.98,0.0,37.28,10.43,0,0.0,37.28,14.216738197424892,32.04921673819742
40,T2,web,plus,indian,clear,4,22,0,5.2,9,31.42,4.94,1,none,3.9,36.5,30.05,0.0,33.95,11.29,0,0.0,33.95,11.487481590574374,35.02936671575847
52,T2,ios,none,thai,clear,3,16,0,6.77,1,8.85,4.29,1,none,4.21,45.9,5.0,0.0,9.21,0.43,0,0.0,9.21,45.71118349619978,12.89543973941368
48,T3,android,plus,middle_eastern,hot,2,23,0,3.8,7,24.89,4.27,0,none,3.84,29.8,33.85,0.0,37.69,12.5,0,0.0,37.69,10.188378880339613,27.42588750331653
42,T1,ios,plus,italian,clear,0,12,0,1.89,3,17.38,4.87,0,none,3.12,23.4,21.12,0.0,24.24,9.26,0,0.0,24.24,12.871287128712872,19.617029702970296
21,T3,android,plus,middle_eastern,rain,4,13,0,2.27,7,17.33,4.04,0,none,3.66,32.4,22.83,0.0,26.49,9.24,0,0.0,26.49,13.816534541336356,19.72440543601359
50,T2,android,none,indian,rain,0,14,0,11.75,7,15.02,4.53,0,none,7.32,76.7,17.86,0.0,25.18,6.06,1,0.0,25.18,29.070691024622718,19.38641779189833
19,T1,android,plus,middle_eastern,clear,3,12,0,8.33,7,29.17,3.18,1,flat3,5.37,49.6,33.02,3.0,35.39,10.26,0,8.476970895733258,38.39,15.17377790336253,31.123458604125457
44,T3,ios,plus,chinese,cold,4,10,0,2.18,11,19.49,4.13,1,none,2.9,24.2,21.06,0.0,23.96,9.49,1,0.0,23.96,12.103505843071785,21.84897328881469
35,T1,web,none,mexican,clear,3,7,0,2.05,4,21.71,3.48,1,none,3.15,28.2,27.5,0.0,30.65,12.56,0,0.0,30.65,10.277324632952691,23.94120717781403
55,T2,android,plus,indian,clear,3,19,0,6.18,5,10.15,4.53,0,none,4.16,39.5,14.36,0.0,18.52,6.23,0,0.0,18.52,22.4622030237581,12.429913606911448
30,T2,android,none,middle_eastern,clear,1,7,0,17.69,3,11.1,3.98,1,flat3,8.82,86.1,14.33,3.0,20.15,0.89,0,14.888337468982632,23.15,43.77171215880894,14.306054590570719
44,T1,android,plus,mexican,rain,1,21,0,4.5,9,18.05,4.49,0,none,4.92,47.2,25.45,0.0,30.37,8.6,0,0.0,30.37,16.20019756338492,20.974135660190978
36,T3,android,plus,middle_eastern,clear,5,17,1,2.54,6,20.19,4.06,0,flat3,2.73,27.8,23.47,3.0,23.2,8.12,0,12.931034482758621,26.2,11.767241379310345,19.955030172413796
39,T1,android,none,italian,clear,6,23,1,7.18,4,23.21,4.09,0,none,6.08,48.8,33.75,0.0,39.83,14.67,0,0.0,39.83,15.264875721817726,26.752977655033895
57,T3,ios,none,indian,clear,1,15,0,9.09,9,14.47,4.02,1,none,4.86,57.8,15.47,0.0,20.33,4.64,0,0.0,20.33,23.905558288243977,17.929134284308905
47,T1,android,plus,thai,rain,1,14,0,6.19,10,29.79,4.46,0,percent10,5.64,44.1,40.79,4.08,42.35,13.4,0,9.634002361275089,46.43,13.317591499409682,30.88734120425029
35,T1,web,plus,chinese,clear,2,8,0,5.65,5,19.73,4.38,0,none,4.53,42.2,20.16,0.0,24.69,9.11,0,0.0,24.69,18.347509113001216,23.34996354799514
36,T1,android,plus,thai,clear,4,16,0,2.15,6,17.23,3.95,0,none,2.94,23.7,23.88,0.0,26.82,10.83,0,0.0,26.82,10.961968680089486,19.118747203579417
47,T3,android,plus,indian,clear,0,13,0,7.26,8,25.35,4.23,1,percent10,5.28,44.7,32.76,3.28,34.76,9.44,0,9.4361334867664,38.04,15.18987341772152,26.808573072497126
32,T1,android,none,chinese,clear,5,9,1,6.26,8,23.43,4.02,0,flat3,4.52,48.8,30.33,3.0,31.85,9.36,0,9.419152276295133,34.85,14.191522762951333,24.548166405023547
25,T3,ios,none,thai,rain,0,1,0,3.43,9,7.2,4.09,2,percent10,3.91,42.8,10.12,1.01,13.02,2.48,0,7.757296466973887,14.03,30.030721966205835,8.8036866359447
37,T1,android,plus,thai,clear,5,0,1,1.77,9,30.89,4.09,0,none,2.96,26.5,38.93,0.0,41.89,18.35,0,0.0,41.89,7.066125566961088,33.07272618763428
20,T2,android,none,chinese,clear,0,5,0,3.24,3,14.71,4.06,1,flat3,3.43,32.2,15.34,3.0,15.77,2.78,0,19.023462270133166,18.77,21.750158528852253,15.111097019657581
25,T1,android,plus,chinese,clear,5,16,1,4.29,9,20.07,4.5,1,flat3,3.74,36.5,23.99,3.0,24.73,6.4,0,12.13101496158512,27.73,15.123331985442784,20.670558026688234
35,T1,ios,none,middle_eastern,rain,6,22,1,6.51,5,13.89,4.5,0,percent10,5.47,63.9,20.55,2.06,23.96,5.25,0,8.597662771285476,26.02,22.82971619365609,15.86683222036728
51,T3,web,none,indian,rain,5,22,1,7.24,6,15.38,3.71,0,none,6.07,61.5,19.4,0.0,25.47,7.4,1,0.0,25.47,23.831959167648215,19.045355319984296
50,T1,android,none,chinese,clear,6,12,1,4.02,6,8.86,4.18,0,none,3.52,35.2,14.18,0.0,17.7,6.68,0,0.0,17.7,19.887005649717516,10.621988700564971
28,T2,android,none,middle_eastern,rain,3,20,0,3.81,4,19.72,5.0,0,none,4.41,38.5,24.58,0.0,28.99,8.92,1,0.0,28.99,15.212142117971716,22.719834425664022
35,T2,android,plus,mexican,rain,4,0,0,8.02,5,16.33,4.71,0,none,5.58,57.3,21.18,0.0,26.76,7.31,0,0.0,26.76,20.85201793721973,19.73513452914798
24,T2,android,none,indian,clear,4,21,0,5.32,6,16.06,5.0,0,percent10,5.21,43.4,18.22,1.82,21.61,5.19,0,8.422026839426191,23.43,24.109208699676078,18.579361406756128
49,T2,web,plus,middle_eastern,clear,0,23,0,6.21,2,26.04,3.91,1,none,4.75,42.8,25.26,0.0,30.01,10.22,0,0.0,30.01,15.82805731422859,30.161626124625123
28,T3,android,none,italian,clear,6,9,1,3.45,4,20.64,4.13,0,none,3.53,31.9,24.79,0.0,28.32,11.01,0,0.0,28.32,12.464689265536723,23.21271186440678
51,T2,ios,plus,american,hot,4,1,0,7.92,7,20.08,3.97,0,none,4.94,49.8,22.14,0.0,27.08,8.55,0,0.0,27.08,18.24224519940916,23.743042836041358
53,T2,web,none,thai,clear,2,17,0,2.91,9,29.71,4.27,0,percent10,3.23,28.9,25.34,2.53,26.04,8.85,0,9.715821812596005,28.57,12.40399385560676,30.508655913978494
46,T2,ios,none,italian,clear,1,0,0,12.74,7,10.88,4.36,1,percent10,6.75,67.3,13.79,1.38,19.16,0.99,0,7.20250521920668,20.54,35.22964509394572,13.929352818371608
31,T2,android,plus,italian,clear,4,15,0,2.0,8,20.5,4.44,0,none,2.79,25.6,22.14,0.0,24.93,11.44,0,0.0,24.93,11.191335740072203,22.794223826714802
58,T1,ios,none,mexican,clear,6,7,1,4.48,6,26.72,4.11,1,flat3,3.97,38.8,30.98,3.0,31.95,12.75,0,9.389671361502346,34.95,12.42566510172144,27.53121752738654
46,T2,android,none,italian,hot,1,12,0,1.9,10,27.05,4.03,0,none,2.96,24.7,33.58,0.0,36.54,14.18,0,0.0,36.54,8.100711548987412,29.241242474001094
