order_id,age,city_tier,device,membership,cuisine,weather,day_of_week,hour,is_weekend,distance_km,prior_orders_90d,avg_basket_90d,rating_avg,support_tickets_30d,promo_type,delivery_fee,eta_minutes,basket_value,discount_amount,order_total,net_margin_usd,complaint_within_48h
103474,30,T1,ios,plus,chinese,clear,5,22,1,4.56,5,22.3,3.61,1,none,4.84,40.4,23.57,0.0,28.41,11.22,0
103475,27,T1,ios,none,indian,hot,3,15,0,7.32,6,13.12,3.86,0,none,4.75,50.1,13.04,0.0,17.79,3.8,0
103476,41,T2,ios,pro,italian,clear,4,16,0,2.71,4,27.88,4.29,0,none,3.26,23.8,25.93,0.0,29.19,13.6,0
103477,40,T1,ios,none,indian,clear,6,12,1,7.88,8,29.35,4.23,1,none,5.34,49.2,28.65,0.0,33.99,9.72,1
103478,35,T1,web,plus,thai,clear,5,20,1,9.27,4,12.36,4.26,0,percent20,6.27,54.3,21.4,4.28,23.39,5.31,0
103479,50,T1,android,none,chinese,clear,4,7,0,3.29,7,8.12,4.59,0,flat3,3.74,33.4,12.94,3.0,13.68,3.43,0
103480,51,T2,web,plus,american,cold,5,13,1,1.26,7,20.57,4.37,0,none,2.66,22.2,27.43,0.0,30.09,11.71,1
103481,28,T2,ios,none,mexican,rain,1,21,0,3.51,7,16.85,4.79,1,flat3,4.72,38.9,21.28,3.0,23.0,5.09,0
103482,51,T3,android,none,middle_eastern,clear,5,5,1,2.1,2,26.51,4.67,0,none,2.83,26.2,26.79,0.0,29.62,12.23,0
103483,27,T2,web,plus,mexican,clear,6,10,1,7.35,4,13.42,4.01,1,flat3,5.31,51.8,15.32,3.0,17.63,1.39,0
103484,35,T3,ios,plus,chinese,clear,6,0,1,4.69,9,14.53,4.36,0,percent10,3.31,38.0,13.68,1.37,15.62,5.05,0
103485,19,T3,ios,none,middle_eastern,hot,1,13,0,1.25,9,8.83,4.45,0,percent20,2.46,26.3,10.54,2.11,10.89,3.52,0
103486,32,T1,android,plus,italian,hot,2,8,0,5.47,7,15.39,4.92,1,none,4.2,30.7,19.14,0.0,23.34,8.56,0
103487,58,T2,android,none,american,rain,4,13,0,7.65,1,18.98,4.18,0,none,5.31,50.8,13.97,0.0,19.28,5.09,0
103488,36,T1,web,none,american,clear,0,5,0,4.34,2,10.07,4.46,0,flat3,4.04,37.2,14.19,3.0,15.23,4.27,0
103489,47,T3,android,none,middle_eastern,cold,4,19,0,3.08,13,37.42,4.09,0,percent10,3.02,34.8,41.71,4.17,40.56,14.19,0
103490,22,T1,android,none,thai,hot,1,23,0,5.23,4,6.0,4.44,0,none,4.59,38.2,11.38,0.0,15.97,5.32,1
103491,44,T2,android,plus,mexican,clear,5,12,1,10.54,4,16.92,3.88,0,percent10,6.0,53.8,23.24,2.32,26.92,7.05,0
103492,33,T3,android,none,italian,clear,4,14,0,8.42,13,19.38,4.02,1,none,5.18,53.0,31.47,0.0,36.65,12.22,0
103493,49,T1,web,pro,mexican,clear,2,10,0,1.78,8,29.09,4.7,0,none,2.82,21.8,40.59,0.0,43.41,18.48,0
103494,56,T3,ios,none,american,rain,0,7,0,4.66,7,11.9,4.55,0,none,4.49,44.3,14.93,0.0,19.42,6.73,0
103495,40,T1,web,plus,mexican,clear,4,11,0,2.15,6,10.32,4.73,2,none,3.42,27.5,14.15,0.0,17.57,6.29,0
103496,22,T1,android,none,indian,clear,3,11,0,3.04,4,13.03,5.0,0,none,3.5,29.6,15.44,0.0,18.94,7.94,0
103497,37,T2,android,plus,italian,rain,4,18,0,8.81,9,31.2,4.58,0,percent10,6.04,57.4,44.01,4.4,45.65,13.55,0
103498,23,T1,android,pro,middle_eastern,rain,0,16,0,4.65,6,9.14,4.34,1,percent10,4.77,40.1,11.49,1.15,15.11,5.52,0
103499,36,T2,android,none,chinese,clear,3,7,0,2.27,6,24.26,4.06,0,none,2.63,28.6,26.85,0.0,29.48,12.57,0
103500,20,T3,ios,none,mexican,clear,5,14,1,3.47,10,19.71,4.06,2,flat3,2.86,35.3,24.54,3.0,24.4,5.8,0
103501,44,T1,android,plus,american,clear,6,22,1,6.45,2,23.8,4.26,0,none,5.45,44.4,29.41,0.0,34.86,14.27,0
103502,31,T2,android,plus,italian,clear,2,10,0,2.92,8,27.4,4.23,0,none,3.61,29.8,23.88,0.0,27.49,11.03,0
103503,26,T3,web,none,thai,hot,1,20,0,4.8,6,13.52,4.56,0,percent10,4.58,36.3,16.43,1.64,19.37,4.62,0
103504,18,T2,ios,plus,american,rain,4,11,0,3.07,7,26.07,3.94,0,percent10,4.54,33.2,28.0,2.8,29.74,9.87,0
103505,55,T1,android,plus,italian,cold,1,3,0,3.27,8,22.35,4.06,0,none,3.48,28.7,33.4,0.0,36.88,15.1,0
103506,53,T3,ios,plus,middle_eastern,rain,6,4,1,9.35,5,12.31,4.38,1,flat3,6.02,57.5,17.64,3.0,20.66,1.5,1
103507,52,T1,android,none,mexican,hot,4,7,0,4.55,7,18.64,3.74,0,flat3,3.71,39.9,20.54,3.0,21.25,5.9,0
103508,20,T2,web,none,italian,clear,6,13,1,5.8,11,17.74,4.77,1,none,3.96,43.2,27.08,0.0,31.04,9.36,0
103509,32,T2,ios,pro,chinese,clear,1,21,0,4.5,4,6.0,4.55,0,none,4.47,33.8,7.34,0.0,11.81,4.58,0
103510,58,T2,android,none,chinese,cold,0,9,0,1.59,11,12.11,4.32,0,none,2.64,27.3,14.37,0.0,17.01,6.43,0
103511,42,T1,android,none,mexican,rain,5,6,1,2.02,9,22.12,3.89,0,none,3.78,36.0,28.78,0.0,32.56,13.16,1
103512,23,T1,android,pro,chinese,cold,2,15,0,9.32,8,22.28,4.2,1,flat3,5.56,51.9,29.78,3.0,32.34,8.09,0
103513,23,T2,ios,none,italian,rain,2,7,0,8.72,5,24.31,4.5,1,percent10,6.38,60.0,23.02,2.3,27.1,5.89,1
103514,29,T1,android,none,thai,clear,1,10,0,4.4,5,26.92,4.03,0,none,3.94,36.8,34.01,0.0,37.95,13.66,0
103515,58,T2,ios,plus,middle_eastern,clear,2,5,0,2.49,5,14.84,3.68,1,none,2.96,26.1,16.11,0.0,19.07,5.94,0
103516,25,T2,android,plus,thai,clear,6,7,1,1.4,4,15.77,4.41,0,none,2.69,25.0,16.82,0.0,19.51,8.53,0
103517,55,T2,android,pro,mexican,rain,4,1,0,13.76,6,10.75,4.36,0,none,8.24,79.8,10.64,0.0,18.88,4.07,0
103518,46,T1,android,plus,thai,cold,0,13,0,1.95,6,24.46,4.08,1,percent20,2.97,26.5,30.72,6.14,27.55,9.23,0
103519,56,T1,android,none,italian,hot,6,11,1,2.62,5,15.92,5.0,0,flat3,3.12,32.9,24.73,3.0,24.85,8.33,0
103520,52,T3,android,none,chinese,clear,3,4,0,2.9,8,25.0,3.96,0,percent20,2.85,31.0,21.7,4.34,20.21,5.38,0
103521,31,T1,ios,none,american,clear,4,18,0,2.46,5,25.42,4.74,0,percent20,3.65,26.1,25.68,5.14,24.19,5.89,0
103522,52,T1,web,pro,indian,clear,2,4,0,4.17,6,24.35,4.49,0,percent10,3.69,33.0,24.85,2.49,26.05,9.07,1
103523,25,T1,android,none,middle_eastern,clear,0,15,0,12.78,6,16.56,4.38,0,percent10,6.88,64.3,22.19,2.22,26.85,7.53,0
103524,30,T1,ios,none,mexican,cold,2,2,0,3.79,9,25.75,5.0,0,none,3.3,35.6,33.51,0.0,36.81,15.17,0
103525,26,T3,android,none,american,hot,2,0,0,5.03,7,17.99,4.66,0,flat3,4.28,39.7,21.1,3.0,22.38,6.7,0
103526,23,T1,ios,none,indian,clear,0,2,0,6.05,10,20.64,4.02,0,none,4.36,43.9,20.75,0.0,25.11,8.84,0
103527,21,T1,android,none,mexican,hot,5,12,1,6.97,10,7.59,4.05,0,percent10,4.98,53.5,13.31,1.33,16.96,3.95,0
103528,25,T2,ios,plus,italian,clear,6,4,1,4.41,5,22.47,3.99,0,none,3.72,40.2,19.98,0.0,23.7,9.25,0
103529,23,T1,android,none,italian,cold,6,7,1,2.33,6,19.46,4.36,1,percent10,3.07,27.2,26.96,2.7,27.33,8.27,0
103530,33,T1,android,pro,mexican,rain,1,12,0,6.1,6,20.71,4.01,0,none,5.55,45.5,28.25,0.0,33.8,11.43,0
103531,20,T3,ios,pro,thai,clear,4,15,0,10.52,4,16.68,3.52,1,none,5.48,60.1,11.91,0.0,17.39,4.3,1
103532,20,T2,android,none,middle_eastern,rain,3,18,0,2.81,9,8.73,4.09,0,flat3,4.21,33.0,9.65,3.0,10.86,0.88,1
103533,59,T1,android,plus,american,clear,4,9,0,5.2,5,21.04,4.58,1,none,4.88,38.6,22.46,0.0,27.34,8.97,0
103534,21,T1,android,none,chinese,rain,5,2,1,6.24,6,6.19,4.73,0,none,5.67,55.5,10.29,0.0,15.96,4.75,0
103535,21,T1,web,none,middle_eastern,clear,2,23,0,3.21,2,17.8,4.55,0,none,3.82,32.6,21.94,0.0,25.76,10.42,0
103536,19,T1,android,none,mexican,clear,1,18,0,6.93,3,15.79,4.21,0,none,4.76,49.3,24.66,0.0,29.42,9.44,0
103537,23,T2,android,plus,mexican,rain,3,19,0,8.28,5,28.06,4.63,0,none,5.3,56.2,31.98,0.0,37.28,10.43,0
103538,40,T2,web,plus,indian,clear,4,22,0,5.2,9,31.42,4.94,1,none,3.9,36.5,30.05,0.0,33.95,11.29,0
103539,52,T2,ios,none,thai,clear,3,16,0,6.77,1,8.85,4.29,1,none,4.21,45.9,5.0,0.0,9.21,0.43,0
103540,48,T3,android,plus,middle_eastern,hot,2,23,0,3.8,7,24.89,4.27,0,none,3.84,29.8,33.85,0.0,37.69,12.5,0
103541,42,T1,ios,plus,italian,clear,0,12,0,1.89,3,17.38,4.87,0,none,3.12,23.4,21.12,0.0,24.24,9.26,0
103542,21,T3,android,plus,middle_eastern,rain,4,13,0,2.27,7,17.33,4.04,0,none,3.66,32.4,22.83,0.0,26.49,9.24,0
103543,50,T2,android,none,indian,rain,0,14,0,11.75,7,15.02,4.53,0,none,7.32,76.7,17.86,0.0,25.18,6.06,1
103544,19,T1,android,plus,middle_eastern,clear,3,12,0,8.33,7,29.17,3.18,1,flat3,5.37,49.6,33.02,3.0,35.39,10.26,0
103545,44,T3,ios,plus,chinese,cold,4,10,0,2.18,11,19.49,4.13,1,none,2.9,24.2,21.06,0.0,23.96,9.49,1
103546,35,T1,web,none,mexican,clear,3,7,0,2.05,4,21.71,3.48,1,none,3.15,28.2,27.5,0.0,30.65,12.56,0
103547,55,T2,android,plus,indian,clear,3,19,0,6.18,5,10.15,4.53,0,none,4.16,39.5,14.36,0.0,18.52,6.23,0
103548,30,T2,android,none,middle_eastern,clear,1,7,0,17.69,3,11.1,3.98,1,flat3,8.82,86.1,14.33,3.0,20.15,0.89,0
103549,44,T1,android,plus,mexican,rain,1,21,0,4.5,9,18.05,4.49,0,none,4.92,47.2,25.45,0.0,30.37,8.6,0
103550,36,T3,android,plus,middle_eastern,clear,5,17,1,2.54,6,20.19,4.06,0,flat3,2.73,27.8,23.47,3.0,23.2,8.12,0
103551,39,T1,android,none,italian,clear,6,23,1,7.18,4,23.21,4.09,0,none,6.08,48.8,33.75,0.0,39.83,14.67,0
103552,57,T3,ios,none,indian,clear,1,15,0,9.09,9,14.47,4.02,1,none,4.86,57.8,15.47,0.0,20.33,4.64,0
103553,47,T1,android,plus,thai,rain,1,14,0,6.19,10,29.79,4.46,0,percent10,5.64,44.1,40.79,4.08,42.35,13.4,0
103554,35,T1,web,plus,chinese,clear,2,8,0,5.65,5,19.73,4.38,0,none,4.53,42.2,20.16,0.0,24.69,9.11,0
103555,36,T1,android,plus,thai,clear,4,16,0,2.15,6,17.23,3.95,0,none,2.94,23.7,23.88,0.0,26.82,10.83,0
103556,47,T3,android,plus,indian,clear,0,13,0,7.26,8,25.35,4.23,1,percent10,5.28,44.7,32.76,3.28,34.76,9.44,0
103557,32,T1,android,none,chinese,clear,5,9,1,6.26,8,23.43,4.02,0,flat3,4.52,48.8,30.33,3.0,31.85,9.36,0
103558,25,T3,ios,none,thai,rain,0,1,0,3.43,9,7.2,4.09,2,percent10,3.91,42.8,10.12,1.01,13.02,2.48,0
103559,37,T1,android,plus,thai,clear,5,0,1,1.77,9,30.89,4.09,0,none,2.96,26.5,38.93,0.0,41.89,18.35,0
103560,20,T2,android,none,chinese,clear,0,5,0,3.24,3,14.71,4.06,1,flat3,3.43,32.2,15.34,3.0,15.77,2.78,0
103561,25,T1,android,plus,chinese,clear,5,16,1,4.29,9,20.07,4.5,1,flat3,3.74,36.5,23.99,3.0,24.73,6.4,0
103562,35,T1,ios,none,middle_eastern,rain,6,22,1,6.51,5,13.89,4.5,0,percent10,5.47,63.9,20.55,2.06,23.96,5.25,0
103563,51,T3,web,none,indian,rain,5,22,1,7.24,6,15.38,3.71,0,none,6.07,61.5,19.4,0.0,25.47,7.4,1
103564,50,T1,android,none,chinese,clear,6,12,1,4.02,6,8.86,4.18,0,none,3.52,35.2,14.18,0.0,17.7,6.68,0
103565,28,T2,android,none,middle_eastern,rain,3,20,0,3.81,4,19.72,5.0,0,none,4.41,38.5,24.58,0.0,28.99,8.92,1
103566,35,T2,android,plus,mexican,rain,4,0,0,8.02,5,16.33,4.71,0,none,5.58,57.3,21.18,0.0,26.76,7.31,0
103567,24,T2,android,none,indian,clear,4,21,0,5.32,6,16.06,5.0,0,percent10,5.21,43.4,18.22,1.82,21.61,5.19,0
103568,49,T2,web,plus,middle_eastern,clear,0,23,0,6.21,2,26.04,3.91,1,none,4.75,42.8,25.26,0.0,30.01,10.22,0
103569,28,T3,android,none,italian,clear,6,9,1,3.45,4,20.64,4.13,0,none,3.53,31.9,24.79,0.0,28.32,11.01,0
103570,51,T2,ios,plus,american,hot,4,1,0,7.92,7,20.08,3.97,0,none,4.94,49.8,22.14,0.0,27.08,8.55,0
103571,53,T2,web,none,thai,clear,2,17,0,2.91,9,29.71,4.27,0,percent10,3.23,28.9,25.34,2.53,26.04,8.85,0
103572,46,T2,ios,none,italian,clear,1,0,0,12.74,7,10.88,4.36,1,percent10,6.75,67.3,13.79,1.38,19.16,0.99,0
103573,31,T2,android,plus,italian,clear,4,15,0,2.0,8,20.5,4.44,0,none,2.79,25.6,22.14,0.0,24.93,11.44,0
103574,58,T1,ios,none,mexican,clear,6,7,1,4.48,6,26.72,4.11,1,flat3,3.97,38.8,30.98,3.0,31.95,12.75,0
103575,46,T2,android,none,italian,hot,1,12,0,1.9,10,27.05,4.03,0,none,2.96,24.7,33.58,0.0,36.54,14.18,0
103576,45,T1,android,plus,chinese,clear,6,22,1,5.95,6,12.42,3.95,0,none,5.04,45.2,13.44,0.0,18.48,5.68,0
103577,53,T2,web,none,american,clear,3,3,0,8.54,6,13.49,4.21,1,percent20,4.99,52.9,16.1,3.22,17.87,1.19,1
103578,55,T3,android,pro,thai,rain,5,0,1,6.23,3,26.93,4.48,1,none,5.26,52.9,33.8,0.0,39.06,14.36,1
103579,21,T3,android,none,thai,rain,0,13,0,3.34,6,15.1,4.52,0,none,3.51,37.7,18.49,0.0,22.0,8.61,0
103580,55,T3,android,none,american,cold,0,16,0,1.9,3,18.25,4.71,1,percent10,2.77,25.4,17.33,1.73,18.37,5.98,0
103581,50,T2,android,plus,mexican,rain,4,7,0,3.31,10,17.2,4.39,0,percent10,4.26,38.7,26.21,2.62,27.85,9.29,0
103582,26,T2,ios,none,middle_eastern,clear,1,3,0,6.34,10,17.83,4.54,0,none,4.44,46.1,17.8,0.0,22.24,7.74,0
103583,30,T1,ios,pro,middle_eastern,clear,2,16,0,2.28,6,6.0,3.76,0,flat3,3.42,26.5,10.0,3.0,10.42,2.92,0
103584,49,T2,ios,none,middle_eastern,cold,4,16,0,1.51,4,15.62,4.62,0,flat3,2.79,25.7,22.38,3.0,22.17,7.32,0
103585,27,T1,android,none,indian,rain,1,22,0,3.75,2,18.76,4.66,0,none,4.16,40.7,21.41,0.0,25.57,9.34,0
103586,37,T1,android,none,indian,clear,2,20,0,1.94,4,16.44,4.89,0,percent10,3.75,28.0,20.38,2.04,22.09,8.04,0
103587,46,T3,android,none,mexican,clear,2,17,0,5.17,6,18.64,5.0,0,percent10,3.81,39.8,21.49,2.15,23.15,6.08,0
103588,45,T3,android,none,thai,rain,2,0,0,4.03,3,10.01,3.86,0,flat3,4.24,45.9,12.29,3.0,13.53,2.61,1
103589,56,T2,ios,none,chinese,clear,4,6,0,3.67,10,19.62,4.59,1,flat3,3.54,29.3,32.16,3.0,32.7,10.08,0
103590,22,T1,ios,none,indian,hot,1,15,0,13.71,13,29.09,4.14,0,none,7.24,74.8,37.34,0.0,44.58,12.11,1
103591,30,T2,web,none,indian,rain,6,11,1,5.64,6,25.75,4.1,1,none,4.64,51.3,29.57,0.0,34.21,9.0,0
103592,59,T1,ios,none,mexican,clear,5,1,1,0.91,4,23.42,4.14,0,none,2.62,22.6,30.43,0.0,33.05,14.84,0
103593,41,T3,android,none,middle_eastern,cold,0,13,0,12.57,3,19.57,4.1,0,percent10,6.73,62.1,14.83,1.48,20.08,2.25,1
103594,28,T3,ios,none,mexican,cold,3,18,0,4.46,8,13.72,4.22,1,percent10,3.55,35.2,20.14,2.01,21.68,5.98,0
103595,30,T1,ios,none,american,clear,1,17,0,3.45,8,16.23,4.12,1,none,3.64,33.2,27.6,0.0,31.24,11.59,0
103596,32,T1,web,none,indian,clear,1,22,0,4.95,4,24.38,4.43,1,none,4.82,42.9,39.66,0.0,44.48,16.0,0
103597,41,T1,android,none,chinese,hot,4,3,0,2.06,3,18.33,4.51,1,percent20,3.08,28.9,23.25,4.65,21.68,5.26,0
103598,29,T1,ios,none,thai,clear,1,22,0,3.94,7,31.88,4.68,0,percent20,4.56,37.4,32.92,6.58,30.9,5.71,0
103599,44,T1,android,none,italian,cold,3,12,0,7.78,7,8.71,4.46,0,none,5.19,48.9,13.35,0.0,18.54,5.22,0
103600,36,T1,ios,pro,indian,clear,1,7,0,3.58,5,20.14,4.24,1,none,3.41,30.5,24.19,0.0,27.6,10.11,0
103601,43,T1,web,none,chinese,rain,2,20,0,3.07,8,15.83,4.52,1,none,4.68,37.5,20.56,0.0,25.24,8.79,0
103602,24,T1,web,none,american,rain,4,2,0,2.68,9,23.85,4.63,0,none,4.04,36.1,26.94,0.0,30.98,11.92,0
103603,44,T1,android,plus,thai,clear,4,0,0,7.07,6,27.33,4.48,0,percent10,4.89,44.0,28.91,2.89,30.91,11.29,0
103604,56,T2,android,none,american,rain,0,17,0,5.24,8,10.28,4.46,0,none,4.52,45.5,11.35,0.0,15.87,5.96,0
103605,23,T1,ios,none,italian,clear,6,17,1,12.59,13,11.15,5.0,0,percent20,7.54,76.9,16.57,3.31,20.8,0.38,1
103606,31,T3,ios,plus,middle_eastern,clear,4,2,0,11.42,6,15.56,4.06,0,percent10,6.3,59.9,18.9,1.89,23.31,3.65,0
103607,47,T1,web,plus,middle_eastern,clear,1,21,0,3.74,5,24.69,4.59,0,none,4.27,35.6,35.44,0.0,39.71,16.43,0
103608,43,T1,android,pro,italian,clear,0,20,0,6.11,12,24.02,4.33,1,percent10,5.07,39.4,34.37,3.44,36.0,10.54,0
103609,46,T1,web,pro,chinese,clear,3,19,0,3.36,2,11.61,3.69,0,none,3.78,30.1,18.93,0.0,22.71,9.4,0
103610,41,T2,ios,none,middle_eastern,clear,4,9,0,3.05,5,19.76,3.67,0,percent20,2.97,29.1,25.68,5.14,23.51,5.7,0
103611,46,T1,android,plus,italian,clear,0,22,0,2.93,9,22.35,3.61,0,flat3,4.0,32.4,33.44,3.0,34.44,14.63,0
103612,43,T2,android,none,mexican,clear,2,3,0,2.74,4,17.65,4.28,0,percent10,2.93,29.1,15.68,1.57,17.04,6.46,0
103613,21,T1,ios,plus,middle_eastern,clear,6,18,1,7.82,4,24.93,3.71,1,none,5.41,51.5,26.93,0.0,32.34,10.87,0
103614,49,T3,android,none,chinese,hot,0,20,0,3.03,9,19.36,4.24,0,flat3,3.38,32.2,21.83,3.0,22.21,7.2,0
103615,36,T1,ios,none,middle_eastern,clear,5,12,1,3.42,5,19.69,4.33,0,percent10,3.66,36.4,23.96,2.4,25.22,8.97,0
103616,20,T1,ios,none,chinese,rain,1,8,0,5.19,5,26.2,4.1,0,none,5.6,45.2,25.47,0.0,31.07,12.53,0
103617,35,T3,android,none,italian,clear,3,11,0,4.91,2,27.17,4.18,0,percent10,3.97,34.5,37.32,3.73,37.56,11.29,0
103618,36,T1,android,none,italian,clear,5,1,1,4.62,6,16.74,4.59,0,none,3.77,39.7,27.77,0.0,31.54,11.88,0
103619,21,T1,web,plus,mexican,clear,6,0,1,8.64,9,21.02,3.96,0,none,5.5,58.3,24.13,0.0,29.63,10.4,0
103620,59,T3,ios,none,chinese,clear,4,8,0,2.98,10,22.03,4.29,0,none,3.06,30.7,24.55,0.0,27.61,11.3,0
103621,27,T1,ios,plus,middle_eastern,clear,1,0,0,2.73,2,20.27,3.49,3,flat3,3.34,23.5,20.48,3.0,20.82,4.5,0
103622,31,T1,ios,none,thai,rain,0,15,0,0.77,7,23.38,4.36,1,percent10,3.82,27.5,24.89,2.49,26.22,7.72,0
103623,36,T1,ios,none,thai,clear,5,15,1,6.2,5,19.98,4.73,1,none,4.55,47.0,29.26,0.0,33.81,12.3,0
103624,52,T1,web,none,american,clear,4,20,0,6.08,5,23.86,4.55,0,none,5.72,47.5,25.17,0.0,30.89,10.73,0
103625,49,T3,ios,none,thai,hot,5,6,1,8.16,5,22.03,4.18,0,none,4.67,58.5,26.23,0.0,30.9,11.06,0
103626,50,T2,android,none,thai,clear,6,19,1,3.71,5,17.5,4.13,1,none,3.52,34.6,12.38,0.0,15.9,5.96,0
103627,27,T2,android,none,thai,hot,5,7,1,4.09,10,23.38,4.86,0,flat3,3.64,37.6,35.34,3.0,35.98,10.21,0
103628,53,T1,android,none,american,rain,3,13,0,7.62,5,23.47,4.49,0,percent10,5.97,52.5,28.24,2.82,31.39,9.59,0
103629,52,T2,ios,plus,middle_eastern,clear,4,19,0,3.29,5,34.11,4.29,0,none,3.51,29.1,43.2,0.0,46.71,20.89,0
103630,37,T2,android,none,chinese,clear,4,8,0,4.41,9,6.98,4.5,0,percent10,4.04,35.3,9.95,1.0,12.99,3.78,0
103631,40,T1,ios,plus,mexican,clear,1,2,0,8.55,9,25.4,4.07,1,flat3,5.36,50.7,32.39,3.0,34.75,10.54,0
103632,19,T3,web,plus,chinese,rain,2,19,0,5.97,1,26.46,4.07,0,none,4.83,45.3,25.04,0.0,29.87,9.83,0
103633,49,T2,android,none,chinese,cold,0,6,0,3.63,6,31.36,4.01,0,percent10,3.46,34.5,28.32,2.83,28.95,10.91,0
103634,58,T2,android,plus,middle_eastern,clear,2,5,0,7.52,6,17.11,4.58,0,none,5.1,53.0,13.27,0.0,18.37,4.53,0
103635,37,T1,ios,plus,mexican,cold,1,16,0,4.17,13,22.07,3.94,0,none,3.58,32.3,35.69,0.0,39.27,16.01,0
103636,40,T1,android,plus,thai,clear,6,12,1,7.62,6,18.64,4.09,0,percent10,4.93,52.7,28.58,2.86,30.65,9.04,0
103637,38,T2,ios,plus,american,clear,6,0,1,5.23,4,30.86,4.41,0,flat3,4.47,38.9,41.47,3.0,42.94,13.56,1
103638,21,T2,android,none,indian,clear,5,21,1,3.21,6,13.38,3.36,0,none,3.34,27.8,16.55,0.0,19.89,6.64,0
103639,44,T1,android,pro,mexican,cold,2,12,0,2.17,5,18.46,3.98,0,percent10,3.33,24.9,25.06,2.51,25.88,10.02,0
103640,48,T1,ios,none,chinese,clear,0,6,0,6.85,10,10.47,3.94,0,none,5.14,47.4,14.22,0.0,19.36,5.04,0
103641,56,T3,android,none,italian,hot,3,2,0,7.26,5,6.0,4.32,1,percent10,4.8,54.6,10.15,1.02,13.93,2.06,0
103642,57,T1,android,plus,chinese,clear,0,16,0,9.25,6,21.44,4.31,0,none,5.47,56.5,25.56,0.0,31.03,11.66,0
103643,38,T1,android,none,thai,hot,0,18,0,6.33,3,18.59,4.95,0,flat3,4.9,43.5,21.67,3.0,23.57,6.43,0
103644,58,T2,android,none,indian,hot,1,17,0,3.91,4,16.62,3.93,0,none,3.7,30.2,15.75,0.0,19.45,7.39,0
103645,40,T1,web,none,mexican,rain,3,15,0,5.11,4,22.86,3.72,0,none,5.16,46.3,26.31,0.0,31.47,12.75,0
103646,44,T1,android,none,italian,rain,5,21,1,4.57,10,23.81,4.67,1,none,4.95,51.2,28.04,0.0,32.99,10.29,0
103647,43,T1,android,plus,middle_eastern,clear,2,14,0,3.82,7,17.28,4.02,0,percent20,3.68,37.2,17.09,3.42,17.35,5.42,0
103648,59,T3,android,none,american,cold,5,5,1,2.01,12,18.38,4.3,0,percent10,2.72,29.7,21.8,2.18,22.34,8.17,0
103649,48,T1,android,none,italian,rain,3,5,0,2.19,7,18.5,4.07,0,none,4.57,35.0,25.64,0.0,30.21,13.16,0
103650,23,T2,android,plus,italian,clear,6,9,1,6.99,11,20.22,4.46,0,none,4.31,48.0,25.04,0.0,29.35,9.19,0
103651,21,T3,ios,plus,american,hot,2,17,0,2.65,10,29.17,4.37,1,percent20,2.91,27.9,28.48,5.7,25.69,7.97,1
103652,35,T2,android,plus,thai,rain,2,0,0,3.7,5,22.68,4.12,1,none,4.4,37.8,37.76,0.0,42.16,15.34,1
103653,39,T2,ios,none,mexican,rain,0,7,0,1.54,4,24.22,4.26,0,none,3.55,27.7,24.55,0.0,28.1,10.36,0
103654,46,T2,android,plus,indian,rain,1,10,0,1.62,6,18.96,4.08,0,none,3.6,28.4,25.77,0.0,29.37,12.88,0
103655,38,T1,android,none,indian,clear,0,13,0,2.69,5,12.38,4.27,0,flat3,3.02,28.8,11.78,3.0,11.8,2.73,0
103656,39,T2,android,plus,thai,clear,1,3,0,6.84,10,26.63,4.09,1,none,4.67,44.8,17.11,0.0,21.78,7.63,0
103657,56,T3,ios,none,mexican,clear,6,2,1,7.07,4,22.38,4.76,0,flat3,4.19,53.7,31.4,3.0,32.59,10.62,0
103658,32,T2,web,none,american,hot,3,21,0,4.94,8,15.15,4.15,0,none,4.42,43.0,19.46,0.0,23.88,9.07,0
103659,38,T1,android,none,indian,rain,4,2,0,2.9,9,18.11,4.09,1,none,4.2,35.2,26.22,0.0,30.42,9.19,0
103660,41,T1,web,none,chinese,hot,2,1,0,9.81,7,22.48,3.62,0,none,6.31,59.9,29.72,0.0,36.03,13.09,0
103661,37,T3,android,none,american,clear,4,4,0,3.66,6,20.17,3.87,1,none,2.81,31.7,16.96,0.0,19.77,7.08,0
103662,58,T1,ios,none,middle_eastern,cold,3,8,0,10.36,4,18.44,4.46,1,percent10,5.26,56.3,23.23,2.32,26.17,4.95,1
103663,58,T3,ios,plus,american,clear,6,5,1,5.58,8,13.63,4.19,0,none,3.8,40.1,19.99,0.0,23.79,8.81,0
103664,39,T1,android,none,indian,clear,5,19,1,7.83,7,30.66,4.13,1,none,5.42,53.0,28.08,0.0,33.5,9.83,0
103665,36,T2,android,none,indian,cold,3,3,0,7.86,8,17.95,4.51,0,percent10,5.04,52.5,19.49,1.95,22.58,5.79,0
103666,42,T3,android,none,middle_eastern,rain,5,3,1,1.32,1,24.9,4.56,0,none,3.26,39.0,30.11,0.0,33.37,13.85,0
103667,25,T2,ios,plus,mexican,cold,4,2,0,2.16,10,6.0,3.95,1,none,3.2,25.3,7.64,0.0,10.84,3.94,0
103668,35,T1,android,none,mexican,rain,6,15,1,3.5,7,11.79,4.17,0,percent10,4.21,38.5,19.28,1.93,21.56,7.53,0
103669,27,T3,web,none,middle_eastern,clear,3,21,0,2.68,10,24.62,3.52,1,none,3.32,31.7,25.39,0.0,28.71,9.38,0
